symbol,stock_code
BHAGYANGR,BHALIM
IRBINVIT,IRBINV
SURAJEST,SUREST
HUDCO,HUDCO
MOIL,MOILIM
MUTHOOTMF,MUTMIC
765NBFID38,NAND1
779SIDBI27,SMAND1
768IREDA33,INRND1
MAHSCOOTER,MAHSCO
HAPPYFORGE,HAPFOR
ZEELEARN,ZEELEA
RBZJEWEL,RBZJEW
PSPPROJECT,PSPPRO
MUFTI,CREBRA
MAHSEAMLES,MAHSEA
EFORCE,ELEFOR
ASHKLEYFIN,ASHLF
813PNBH33,PNBHO2
KTIL,KESTER
AZAD,AZAENG
A2ZINFRA,A2ZMAI
SPANCO,SPALTD
MANJUSHREE,MANEXT
JALAN,JALTRA
KIRLOSENG,KIRENG
91D280324,TQC24D
RKDL,RAVKUM
182D270624,THF24D
364D261224,TYL24D
SUNCLAY,SUNCL
925IHFL25H,INHDB1
965IHFL25B,INHDB2
888IHFL25B,INHDB3
VSCL,VADSPE
925IHFL25B,INHDB4
SGBMAY25,SGBTR8
IBHFZC25E,INHDB5
IBHFZC25F,INHDB6
940SCL26B,INHDB7
INDIGRID,INGND2
990SCL26B,INHDB8
948SCL26B,INHDB9
PSB,PUNSIN
SCLZC26F,INHD10
SCLZC26G,INHD11
965SCL28B,INHD12
925SCL28B,INHD13
971SCL28B,INHD14
FMNL,FUTMAR
980SCL33D,INHD15
835SCL23A,INHD16
875SCL23A,INHD17
1025SCL33,INHD18
1075SCL33,INHD19
980SCL33B,INHD20
KBIL,KIRBIL
835SCL23B,INHD21
INDIFRA,INLIM
MANGLMCEM,MANCEM
INNOVACAP,INNCAP
SUPREMEPWR,SUPPOW
STOVEKRAFT,STOKRA
SURANASOL,SURSOL
MANGTIMBER,MANTIM
STARCEMENT,STACEM
TECHLABS,TRIT
SHEKHAWATI,SHEPOL
SAIFL,SAMAGR
HRHNEXT,HRHNEX
BFINVEST,BFINV
KICL,KALINV
TEJASNET,TEJNET
AKANKSHA,AKAPOW
ERIS,ERILIF
91D040424,TQD24A
182D040724,THG24A
364D020125,TYA25A
KCEIL,KAYCEE
CDSL,CDSL
MARDIASTL,MARSTE
KLL,KAULOG
84TCAPS24,TCLN17
85TCAPS24,TCLN18
855TCAPS27,TCLN19
GTPL,GTPHAT
865TCAPS27,TCLN20
ASHOKLEY,ASHLEY
9TCAP28,TCLN13
910TCAP28,TCLN14
875TCAPS29,TCLN21
885TCAPS29,TCLN22
815LTF27,LTFN62
9HFL34,HERND4
AUBANK,AUSMA
78NABARD27,NATAG2
MASTEK,MASTEK
DIGIDRIVE,DIGDIS
NIFTYAXIS,AXINIF
LOWVOLIETF,ICIN30
TRANSWIND,TRAINF
DALMIABHA,DALBHA
SUMMITSEC,SUMSEC
91D110424,TQD24B
182D110724,THG24B
364D090125,TYA25B
777IREDA27,INRND2
DYNPRO,DYNPRO
765PGCIL34,POWND3
SEITINVIT,SUSENG
AGLSL,ARTGLO
840CIFCL27,CHON37
1015CLIX25,CLICA2
BHAGYAPROP,BHAPRO
JYOTICNC,JYOCNC
STEELXIND,STEEXC
IBLFL,IBLFIN
SALASAR,SALTEC
GRASIM-RE,GRARE1
PALASHSECU,PALSEC
MAGADSUGAR,MAGSUG
757NHB31,NATND2
GANGESSECU,GANSEC
TATAGOLD,TATGOL
AVADHSUGAR,AVASUG
MFSL,MAXFIN
MOM100,MOT100
THEINVEST,FORFI
TATSILV,TATSIL
BDL,BHADYN
APS,AUSPRE
OPTIEMUS,OPTINF
SGBJUL25,SGBTR9
NEXT50BETA,UTINI
STEL,SENTEA
SIS,SECINT
COCHINSHIP,COCSHI
JUBLINDS,JUBIND
HALEOSLABS,SMSLIF
COMSYN,COMSYN
DEEPAK-RE,DEERE1
ABCAPITAL,ADICAP
APEX,APEFRO
RANKLIN,RANSOL
COROENGG,CORENG
HINDMOTORS,HINMOT
RAJMET,RAJME
BRNL,BHAROA
DIXON,DIXTEC
MAXPOSURE,MAXLIM
MANAV,MANAI
DCAL,DISCAR
MEDIASSIST,MEDASS
LASA,LASSUP
CORAL-HUB,VIINFO
MATRIMONY,MATCOM
CHOLAHLDNG,TUBINV
GAMMONIND,GAMIND
CAPACITE,CAPINF
METAZINC,MTZIND
LIQUIDCASE,ZERNIF
BABAFOOD,SRIKR
AKG,AKGEXI
ICICIGI,ICILOM
METROCHEM,METIND
MPTODAY,MADPRA
DAVANGERE,DAVSUG
SBILIFE,SBILIF
BOSCHLTD,BOSLIM
CADSYS,CADIN
TEXRAIL,TEXRAI
TSFINV,SUNF
DIAMONDYD,PRASNA
TIRUPATI,SHRTIR
GENCON,WELPOR
HFCL,HIMFUT
INDTERRAIN,INDTER
NIFTYBETF,BAJNIF
BANKBETF,BAJBAN
ACC,ACC
IEX,INDEN
SGBFEB29XI,SGBT48
BIRET,BROIND
SKIPPER-RE,SKIRE1
HANUNG,HANTOY
ERFLNCDI,ECLN93
ABFRLPP1,ADIPP1
M&MFIN-RE,MAHRE1
DHUNINV,DHUINV
EBBETF0431,BHABO4
SGBJUL28IV,SGBT41
EBBETF0425,BHABO3
GDL-RE,GATRE1
NDRAUTO,NDRAUT
WORTHPERI,WORPER
TIRUPATIFL,TIRFOR
SPENCER-RE,SPERE1
MODIRUBBER,MODRUB
577GS2030,577H30
MINDSPACE,MINBUS
TATASTLPP,TATP10
SATIN-RE,SATRE1
ALPL30IETF,ICIA30
MACPOWER,MACCNC
MCL,MADCOP
ITIETF,ICIPIT
MAXHEALTH,MAXHEA
SGBAUG28V,SGBT42
MINDA-RE,MINRE1
MODTHREAD,MODTHR
LOVABLE,LOVLIN
TOTAL,TOTTRA
MAXIND,MAXI
HDFCNIFBAN,HDFBET
CKPPRODUCT,CKPPRO
68GS2060,680H60
BANKBETA,UTIBET
EPACK,EPADUR
ADDICTIVE,ADDLEA
KONSTELEC,KONENG
SGBDE31III,SGBT66
NOVAAGRI,NOVAGR
ITBETA,UTIIET
EIH-RE,EIHRE1
91D020524,TQE24A
182D010824,THH24A
364D300125,TYA25E
FONEBOX,FONRET
GILT5BETA,UTIN05
GILT10BETA,UTIN10
DELAPLEX,DELLI
DHTL,DOCHEA
875CIFC23B,CHON38
CIFC26,CHON39
85CIFC27,CHON40
CIF27,CHON41
86CIFC29,CHON42
CIF29,CHON43
MEGATHERM,MEGIND
BLSE,BLSESE
BAWEJA,BAWSTU
ADRO-RE,ADRRE1
IBUL-RE,INBRE1
MAGNUM-RE,MAGRE1
MOREPENLAB,MORLAB
HEALTHADD,DSPHEA
HDFCPSUBK,HDFPSU
PFS,PTCIND
MORGANSTAN,MORSTA
91D090524,TQE24B
182D080824,THH24B
364D060225,TYB25A
BANDHANBNK,BANBAN
NAGREE-RE,NAGRE1
ITALIANE,ITAEDI
PARKHOTELS,APESUR
SIGNPOST,SIIND
JSFB,JANSMA
RPTECH,RASPER
CAPITALSFB,CAPSM
NDRINVIT,NDRINV
ALPEXSOLAR,ALPSOL
91D160524,TQE24C
182D150824,THH24C
364D130225,TYB25B
POLYSIL,POLIRR
ENTERO,ENTHEA
LICNMID100,LICEF2
WTICAB,WISTRA
VSTL,VIBSTE
MON100,MOTNAS
IRISDOREME,IRICLO
91D230524,TQE24D
182D220824,THH24D
364D200225,TYB25C
ESCONET,ESCTEC
MRF,MRFTYR
INM,INTAND
IBULPP,IHFPP1
TCL,THACAS
ATMASTCO,ATMLTD
DEEM,DEEROL
ZENITHDRUG,ZENDRU
JUNIPER,JUNHOT
SKIPPERPP,SKIPP1
MRPL,MRPL
SMALLCAP,MIRNSF
1025UCL25,UGRN12
1075UCL25,UGRN10
1035UCL26,UGRND4
105UCL2026,UGRN11
11UCL26,UGRN13
GPTHEALTH,GPTHEA
91D300524,TQE24E
182D290824,THH24E
364D270225,TYB25D
SGBFEB32IV,SGBT67
HLEGLAS,SWIGLA
SADHAV,SADSHI
GOLDCASE,ZEROGE
OWAIS,OWAMET
8258TCL27,TCLN38
1048IIFL27,IFSMN1
PLATIND,PLAIN
PURVFLEXI,PURFL
MTNL,MTNL
EXICOM,EXITEL
SOUTH-RE,SOURE1
ADROITPP1,ADRPP1
MVKAGRO,MVKAGR
MUKKA,MUKPRO
91D060624,TQF24A
182D050924,THI24A
364D060325,TYC25A
VR,VRINFR
LANCORHOL,LANHOL
HAL,HINAER
INDUSINVIT,BHAHIG
RKSWAMY,RKSWA
1175PPPL27,PREND1
SONAMAC,SONMAC
JGCHEM,JGCHEM
BESTAGRO,SAHCRE
GOPAL,GOPSNA
MUNJALSHOW,MUNSHO
SHREEKARNI,SHRKA
91D130624,TQF24B
182D120924,THI24B
364D130325,TYC25B
PRATHAM,PRAEPC
10NFL25,NAVN17
1040NFL26,NAVN18
1090NFL26,NAVN19
1065NFL27,NAVN20
1119NFL27,NAVN21
SCILAL,SCILAL
MURUDCERA,MURCER
PVSL,POPVEH
SIGNORIA,SIGCRE
AVPINFRA,AVPINF
HEIDELBERG,HEICEM
676GS2061,676A61
KRYSTAL,KRYINT
MOSMALL250,MONET2
MOREALTY,MONET1
NCC,NAGCON
SMCGLOBAL,SMCGLO
91D200624,TQF24C
182D190924,THI24C
364D200325,TYC25C
ENFUSE,ENFSOL
ENSER,ENSCOM
HCC-RE,HINRE1
CPSEETF,CPSETF
925IHFL26A,INHNC2
965IHFL26,INHNC3
888IHFL26,INHNC4
925IHFL26B,INHNC5
0IHFL26,INHNC6
940SCL27,INHNC7
990SCL27,INHNC1
902IHFL27,INHNC9
0SCL27,INHC11
965SCL29,INHC12
1015SCFL29,INHC13
925SCL29,INHC14
971SCL29,INHC15
10SCL31,INHC16
JAYNECOIND,JAYNE
1050SCFL31,INHC17
957SCL31,INHC18
1003SCFL31,INHC19
1025SCFL34,INHC20
1075SCFL34,INHC21
980SCL34,INHC22
1025SCL34,INHC23
91D270624,TQF24D
182D260924,THI24D
364D270325,TYC25D
AQYLON,SRIADH
VISHWAS,VISSEE
BALKRI-RE,BALRE1
NAMAN,NAMINS
VHLTD,VICHOT
ASPIRE,ASPINN
SRM,SRMCON
LIQUIDADD,DSPPLE
BLUEPEBBLE,BLUPEB
TRUST,TRUFIN
91D040724,TQG24A
TAC,TACINF
RADIOWALLA,RADNET
YASHOPTICS,YASOPT
TCIDEVELOP,TCIDEV
K2INFRA,K2INFR
71GS2034,710D34
CGRAPHICS,CRESOL
ALUWIND,ALUAR
SINCLAIR,SINHOT
DRSCARGO,DRSCAR
BHARTIHEXA,BHAHEX
NAHARSUGAR,NAHSUG
91D120724,TQG24B
AAKASH,AAKEXP
NURECA,NURLIM
182D111024,THJ24B
UEL,UJAENE
TARACHAND,TARCHA
723GS2039,723D39
DCG,DCGWIR
TGL,TEEGOP
91D190724,TQG24C
182D181024,THJ24C
NALCOCHEM,NALCHE
364D180425,TYD25C
AIIL,AUTINV
734GS2064,734D64
BIRDYS,GRISPL
RBS,RAMSOL
SAKUMA-RE,SAKRE1
GLOSTERLTD,GLOJUT
ASIANPAINT,ASIPAI
91D250724,TQG24D
BALUFORGE,BELAGR
IIFL-RE,IIFRE1
JNKINDIA,JNKIND
91D020824,TQH24A
182D011124,THK24A
364D020525,TYE25A
GIRIRAJ,GIRCIV
MUTHOOTFIN,MUTFIN
FILATFASH,FILFAS
AURUMPP1,MAJPP2
903MFL29,MUT508
NARMDCHEMA,NARCHE
91D080824,TQH24B
182D071124,THK24B
364D080525,TYE25B
SLONE,SLOINF
INDGN,INDLTD
885MOFSL26,MOTNC1
0MOFSL26,MOTNC2
91MOFSL27,MOTNC3
0MOFSL27,MOTNC4
897MOFSL29,MOTNC5
935MOFSL29,MOTNC6
93MOFSL34,MOTNC7
97MOFSL34,MOTNC8
WINSOL,WINENG
REFRACTORY,REFSHA
935AKCF27,AKCND3
SANG-RE,SAGRE1
AADHARHFC,AADHOS
SILKFLEX,SILPOL
TBOTEK,TBOTEK
EMMIL,ENEMIS
91D150824,TQH24C
182D141124,THK24C
364D150525,TYE25C
PRLIND,PREROA
AJOONI-RE1,AJORE1
VERITAAS,VERADE
MANDEEP,MANAUT
ABSMARINE,ABSMAR
IEML,INDEMU
QUESTLAB,QUELAB
GODIGIT,GODIGI
BSLGOLDETF,BSLGOL
ABSLPSE,ABSPSE
91D230824,TQH24D
182D221124,THK24D
364D230525,TYE25D
SANGHVIFOR,SANFOR
HOACFOODS,HOAFOO
RULKA,RULELE
VIJIFI-RE,VIJRE1
SOLARA-RE,SOLRE1
NAVNETEDUL,NAVEDU
702GS2027,27GIL7
MIDSMALL,MIRAIN
AWFIS,AWFSPA
NELCO,NELCO
91D290824,TQH24E
182D281124,THK24E
364D290525,TYE25E
GSMFOILS,GSMFOI
MGEL-RE,MALRE1
VILAS,VILTRA
NEPCAGRO,NEPAGR
LIQUIDBETF,BAJNLF
704GS2029,704F29
BEACON,BEATRU
925SCL26C,IBHN91
965SCL26A,IBHN92
888SCL26A,IBHN93
925SCL26D,IBHN94
SCFL310524,IBHN95
ESSARPORTS,ESSSHI
SCL310524,IBHN96
94SCL27,IBHN97
99SCL27,IBHN98
902SCL27A,IBHN99
948SCL27A,IBH100
SCL310524A,IBH101
1015SCL29,IBH102
925SCL29A,IBH103
971SCL29A,IBH104
10SCL31A,IBH105
1050SCL31,IBH106
1003SCL31,IBH107
SANDHAR,SANTE
1075SCL34,IBH108
98SCL34,IBH109
1025IHF34A,IBH110
ZTECH,ZTEIND
AIMTRON,AIMELE
91D050924,TQI24A
182D051224,THL24A
364D050625,TYF25A
BOROSCI,BORSCL
TBI,TBICOR
KRONOX,KROLAB
ESSEN-RE2,INTRE3
NGIL-RE2,NAKRE2
91D120924,TQI24B
NEULANDLAB,NEULAB
182D121224,THL24B
364D120625,TYF25B
IXIGO,LETRA
702GS2031,702F31
MID150CASE,ZERMID
TOP100CASE,ZERTOP
91D190924,TQI24C
182D191224,THL24C
364D190625,TYF25C
GPECO,GPECOS
BBNPNBETF,BBNETF
PEL,PIRENT
KSHITI-RE,KSHRE1
920IIFLS26,IIFN19
960IIFLS26,IIFN20
957IIFLS27,IIFN21
10IIFLSF27,IIFN22
1003IIFL29,IIFN23
1050IIFL29,IIFN24
RETAIL,JHSRET
FALCONTECH,FALTEC
DEEDEV,DEEDEV
AFIL,AKMFIN
DURLAX,DURTOP
WINNY,WINIMM
PIIND,PIIND
SYMPHONY,SYMLIM
VADILALIND,VADIND
SOBHA-RE,SODRE1
NILKAMAL,NILLIM
91D260924,TQI24D
182D261224,THL24D
364D260625,TYF25D
MITCON-RE,MICRE1
IVZINNIFTY,INVNIF
1190VCCL26,VEDCR1
RELAXO,RELFOO
STANLEY,STALIF
OMINFRAL,OMMETA
MEDIORG,MEDORG
BRIGHT,BRISOL
SPCL,SHIPOW
DQE,DQENTE
ESTER,ESTIND
SYLVANPLY,SYLPLY
NIPPONDENS,DENIND
VISAMAN,VISGLO
MASON,MASINF
DPEL,DIVPOW
PCCL,PETCAR
VSTTILLERS,VSTTIL
NXT-INFRA,NXTINT
AKIKO,AKIGLO
ABDL,ALLBLE
RAILTEL,RAICOR
DTL,DIETEC
VRAJ,VRAIRO
NIRLON,NIRLON
91D031024,TQJ24A
182D020125,THA25A
364D030725,TYG25A
CONSUMBEES,RELCON
NEPHROCARE,NEPCAR
NIRMA,NIRMA
SBISILVER,SBISIL
LIQUIDSHRI,SHRLIQ
RELIABLE,RELDAT
KARMAENG,KARENE
BANSALWIRE,BANWIR
NKIND,NKIND
DELPHIFX,WEIFOR
EMCURE,EMCPHA
ASHIANA,ASHHOU
ABGSEC,ABSLCB
DHANUKA,DHAAG
DHANSA,AMBLAB
NOCIL,NOCIL
91D101024,TQJ24B
182D090125,THA25B
364D100725,TYG25B
NANDANI-RE,NANRE1
EFFWA,EFFINF
GGBL,GANGRE
AGIIL,AGIINF
EVINDIA,MIREVA
NGILPP,NAKPP1
SAHAJSOLAR,SAHSOL
91D181024,TQJ24C
182D170125,THA25C
364D180725,TYG25C
SOBHAPP,SOBPP1
ADL,ARCDEC
SATIPOLY,SATPLA
PRIZOR,PRIVIZ
TUNWAL,TUNMOT
SBINEQWETF,SBINEQ
KATARIA,KATIND
FILATEX,FILIND
OILIETF,ICIOIL
MAITHANALL,MAIALL
CENTRUM,CENCAP
MACOBSTECH,MACTEC
GSTL-RE,GLBRE1
91D241024,TQJ24D
182D230125,THA25D
364D240725,TYG25D
INDO-RE1,INRE1
SANSTAR,SANLIM
RNFI,RNFSER
RUSHIL,RUSDEC
RELTD,RAVTRA
VLINFRA,VLINFR
AVANTEL,AVASOF
CHETANA,CHEEDU
MIEL,MANINR
MIDHANI,MISDHA
APRAMEYA,APRENG
TROM,TROIND
91D311024,TQJ24E
182D300125,THA25E
364D310725,TYG25E
SATECH,SATECH
ESPRIT,ESPSTO
TATACON-RE,TATRE1
NIRMAN-RE,NIRRE1
OENCONNECT,FRACON
SSEGL,SATSYN
BULKCORP,BULINT
697GR2034,697H34
RAJINDLTD,RAJINU
ASHALOG,ASHLOG
AKUMS,AKUDRU
UTSSAV,UTSCZG
RUBFILA,RUBINT
RPEL,RAGRAM
CEIGALL,CEIIND
DHARIWAL,DHALIM
ONGC,ONGC
WELGLOB,WELGLO
GRASIMPP1,GRAPP1
91D071124,TQK24A
182D060225,THB25A
364D070825,TYH25A
OLAELEC,OLAELE
BSLNIFTY,BIRNIF
PPSL,PICSTU
GROWWEV,GROETF
MITCONPP,MICPP1
UNIECOM,UNIESO
ONWARDTEC,ONWTEC
HIRAFERRO,HIRFER
FIRSTCRY,BRASOL
MANCREDIT,MANCRE
PANCHSHEEL,PANORG
119VCCL26,VEDCR5
AESTHETIK,AESENG
SARTHAKIND,SARTHA
91D151124,TQK24B
182D140225,THB25B
364D150825,TYH25B
GSEC10ABSL,ABSCRL
SUYOG,SUYTEL
SSDL,SARSAR
METALIETF,ICIMET
POSITRON,POSENE
ORIENTBANK,ORIBAN
INVENTURE,INVGRO
SUNLITE,SUNREC
BALCO,SOLPLA
ISEC,ICISEC
BRACEPORT,BRAPOR
INTERARCH,INTBUI
FORCAS,FORSTU
GREEN-RE1,ORIRE1
SILGO,SILRET
VINNY-RE,VIORE1
ELGIRUBCO,ELGRUB
ORIENTHOT,ORIHOT
GLOBALE,GLOTES
MFML,MAHFAB
MODEFENCE,MOTDEF
LTF,LTFINA
IDEALTECHO,IDETEH
QVCEL,QVCEXP
ORIENTPPR,ORIPAP
ORIENTTECH,ORITEC
SURAJLTD,SURF
WINDMACHIN,WINMAC
91D281124,TQK24D
182D270225,THB25D
364D280825,TYH25D
ADANIENT,ADAENT
SGBOCT25,SGBT10
IBULLSLTD,INDWHO
ATAL-RE,ATARE1
BODALCHEM,BODCHE
GAYAPROJ,GAYPRO
IPHL,INDPHO
JAYBEE,JAYBEE
AFL-RE,ARVRE2
PREMIERENE,PREENR
VDEAL,VDESYS
ECOSMOBLTY,ECOMOB
AERON,AERCOM
PARAMATRIX,PAMTEC
RAYMONDLSL,RAYLIF
MULTICAP,MIRMUL
TREEHOUSE,TREHOU
ASAHISONG,ASASON
ASSAMFRONT,AFTIND
91D051224,TQL24A
182D060325,THC25A
364D040925,TYI25A
STYLEBAAZA,BAASTY
BOSS,BOSPAC
AKSH-RE,AKSRE1
BCLIND,BHACH
GALAPREC,GALPRE
OSWALAGRO,OSWAGR
BROOKS,BROLAB
JEYYAM,JEYGLO
RVTH,REVEQI
EUREKAFORB,EURFOR
NAMOEWASTE,NAMEWA
TOP10ADD,DSPT10
TDPOWERSYS,TDPSYS
DUCON-RE,DUCRE1
CIMMCO,CIMLIM
ARCOTECH,ARCLTD
BALAJEE,SHRTIU
MYMUDRA,MYMUDR
91D121224,TQL24B
182D130325,THC25B
364D110925,TYI25B
SANOFICONR,SANCON
OTIS,OTIELE
VIESL,VISINA
XTGLOBAL,FROINF
SHUBHSHREE,SHUBIO
GAJANAND,GAJINT
AUSL,ADIULT
KROSS,KROLIM
EBANKNIFTY,EDENBE
TOLINS,TOLTYR
BAJAJHFL,BAJHOU
925AEL26,ADAND8
AEL120924,ADAND9
932AEL27,ADAN10
965AEL27,ADAN11
OUDHSUG,OUDSUG
AEL120924A,ADAN12
956AEL29,ADAN13
99AEL29,ADAN14
AEL120924B,ADAN15
SPPPOLY,SPPPOL
CONTI,CONSEE
PNGJL,PNGADG
INNOMET,INNADV
EXCELLENT,EXCWIR
APLLTD,ALEPHA
ORIENT-RE,ORRRE1
PATINT-RE2,PATRE1
VASWANI,VASIND
PGHH,PROGAM
PGEL,PGELEC
SGIL-RE,SYNRE1
SSFL-RE,SRIRE1
OSELDEVICE,OSEDEV
PANAMAPET,PANPET
ARKADE,ARKDEV
WCIL,WESCAR
PELATRO,PELLIM
ENVIRO,ENVSYS
DECCANTRAN,DECTRA
NORTHARC,NORARC
PSFL,PARSPE
KALANA,KALISP
GROWWLIQID,GROLQD
12VCCL29,VEDCR6
PAISALO,SEINVE
PADMINPOLY,PADPOL
TIJARIA,TIJPOL
ONELIFECAP,ONECAP
INDOUS,INDUS
TAKSHEEL,TAKSHE
PHOGLOBAL,PHOOVE
FLEXITUFF,FLEINT
AVIANSH,AVIANS
BIKEWO,BIKGRE
SDREAMS,SDRETA
925SCL26E,SAMCP1
965SCL26F,SAMCP2
925SCL26F,SAMCP3
SCL25924,SAMCP4
SCL25924A,SAMCP5
940SCL27A,SAMCP6
990SCL27B,SAMCP7
902SCL27C,SAMCP8
948SCL27D,SAMCP9
SCL25924C,SAMC10
SCL25924D,SAMC11
1015SCL29B,SAMC12
925SCL29C,SAMC13
971SCL29B,SAMC14
1050SCL31A,SAMC15
1003SCL31A,SAMC16
1025SCL34C,SAMC17
1075SCL34C,SAMC18
980SCL34B,SAMC19
SHAKTIPUMP,SHAPUM
1025SCL34B,SAMC20
MBECL,MCNBHA
NARMA-RE,NRARE1
TRITURBINE,TRITUR
MANBA,MABFIN
WOL3D,WOLIND
MOMENTUM50,MOTMOM
INDOTHAI,INDTHA
RAPPID,RAPVAL
HUHTAMAKI,HUHPPL
UYFINCORP,GOLSE
UNILEX,UNICOL
ESSARSHPNG,ESSSH
LICMFGOLD,IDBGOL
KRN,KRNHEA
THESL,THIHAT
TECHERA,TEHENG
FORGEAUTO,FORAUT
SAHASRA,SAHELE
DIFFNKG,DIFENG
DIVYADHAN,DIVREC
JISLDVREQS,JISDVR
DSSL,DYNSYS
HVAX,HVATEC
SAJHOTELS,SAJHOT
POLYMED,POLMED
PARAMOUNT,PARDYE
RUPA,RUPACO
BANKPSU,MIRPSU
679GS2034,679J34
SRD,SHALAL
PARRYAGRO,PARAGR
METAL,MIRMET
MITTAL-RE1,MITRE1
SAHANA-RE,SAHRE1
VIKASECO,VIKECO
GROWWDEFNC,GRODEF
91D090125,TQA25A
182D100425,THD25A
364D091025,TYJ25A
APLAPOLLO,APLAPO
KANANIIND,KANAIN
GEOJIT-RE,GEORE1
GARUDA,GAUCON
LLOYDSENT,SHRGLO
PRANIK,PRALOG
91D160125,TQA25B
182D170425,THD25B
364D161025,TYJ25B
VINCOFE,SPAPRO
HYUNDAI,HYUMOT
VAL30IETF,ICIV30
AFFORDABLE,AFFROB
LAKSHYA,LAKPOW
925SCL26G,SAMND3
FRESHARA,FREAGR
GROWWGOLD,GROGOL
MORARJEE,MORTEX
SECURCRED,SECCRE
EROSMEDIA,EROINT
IMPEXFERRO,IMPFER
91D230125,TQA25C
182D240425,THD25C
364D231025,TYJ25C
PATSPINLTD,PATIND
VTMLTD,VTMLTD
DBEIL,DEEBUI
MINDACORP,MINCOR
PREMIUM,PREPLS
WAAREEENER,WAAENE
1015UCL26,UGRN19
1025UCL26A,UGRN20
1040UCL27B,UGRN21
OCCLLTD,OCCLIM
OBSCP,OBSPER
DANISH,DANPOW
UHTL,UNIHET
GODAVARIB,GODBIO
3PLAND,PUDAGR
USHAFIN,USAFIN
91D300125,TQA25D
182D010525,THD25D
364D301025,TYJ25D
UCL-RE,USHRE1
AFCONS,AFCINF
AMJLAND,PUDPUL
AVL,ADIVIS
PARTYCRUS,PARCRU
HINDWAR-RE,SOHRE1
EMULTIMQ,EDENMC
ATLASCOPCO,ATLCOP
HELIOSMATH,HELMAT
LEMONTREE,LEMTRE
PEARLGLOBL,PEAGLO
NIRAJ,NICEME
HERANBA,HERIND
SEAMECLTD,SEALIM
IT,KOTEIT
ATUL,ATUL
DIVOPPBEES,RELDIV
PFIZER,PFIZER
DRCSYSTEMS,DRCSYS
PHILCORP,KORFOD
PCBL,PHICAR
PHILIPS,PHIIND
PHOENIXLL,PHOLAM
PIDILITIND,PIDIND
VERA,VERSYN
POLYPLEX,POLCOR
SSINFRA,SSINF
HEXATRADEX,HEXTRA
91D060225,TQB25A
182D080525,THE25A
364D061125,TYK25A
ABINFRA,ABINF
TBZ,TRIBHI
MASTERTR,MASTRU
PRAJIND,PRAIN
SAGILITY,SAGINI
ACMESOLAR,ACMSOL
SWIGGY,SWILIM
VSSL,VARSPE
LIQUIDPLUS,MIRLIQ
KPEL,KPENE
PRAKASH,PRAIND
KMEW,KNOMAR
SWANCORP,SWAENE
NIVABUPA,NIVBUP
CHROMATIC,CHRIND
SPECIALITY,SPERES
PRECOT,PREMIL
91D130225,TQB25B
182D150525,THE25B
364D131125,TYK25B
NEELAM,NEELIN
EON,EONELE
ONYX,ONYBIO
BLACKBUCK,ZINLOG
MTARTECH,MTATEC
91D210225,TQB25C
182D230525,THE25C
364D211125,TYK25C
BUTTERFLY,BUTGAN
CINELINE,CININD
PRECWIRE,PREWIR
709GS2074,709G74
RACLGEAR,RAUINT
NTPCGREEN,NTPGRE
91D270225,TQB25D
182D290525,THE25D
364D271125,TYK25D
EIEL,ENVINF
LAMOSAIC,LAMIND
CMMIPL,CMMINF
ITTL,INNTYR
RAJPUTANA,RAJBIO
C2C,C2CADV
ABHAPOWER,ABHPOW
APEXECO,APEECO
UPL-RE,UNIRE1
RTNINDIA,RATINF
SAMPANN,SEPOW
AGARWALTUF,AGATOU
AMTL,ADVMET
91D060325,TQC25A
182D050625,THF25A
364D041225,TYL25A
SURAKSHA,SURDGN
GANESHIN,GANINR
ROSSTECH,ROSTEC
PRSMJOHNSN,PRICE
664GS2027,664L27
935TSI29,TELND2
935TSIIC28,TELND3
935TSI32,TELND4
935TSI34,TELND1
935TSI30,TELND5
AUROPHARMA,AURPHA
935TSIIC33,TELND7
935TSI27,TELND8
PSL,PSLLIM
935TSI31,TELND6
ODIGMA,ODICON
CHEMCON,CHESPE
PUNANDLAMP,PUNANA
ETML,EMETYR
PUNJABTRAC,PUNTRA
704GJ33,STAND7
PUNJABWIRE,PUNWIR
GICRE,GIC
DHANLAXMI,DHACRO
PUNJCOMMU,PUNCO
INNOVANA,INNTHI
AUTOAXLES,AUTAXL
IRBIT-RE2,IRBRE2
JUBLINGREA,JUBING
SAILIFE,SAILIF
EASEMYTRIP,EASTRI
VMM,VISMEG
PURPLEUTED,PURUNI
MOBIKWIK,ONEMOB
SFML,SUPFAC
RAJSREESUG,RAJSUG
AUTOCORP,AUTCOR
SGBMR29XII,SGBT49
IKS,INVKNO
ARVEE,ARVLAB
CHEMFAB,CHEALK
RALLIS,RALIND
PENTAGOLD,PENGOL
91D200325,TQC25C
ANURAS,ANURAS
182D190625,THF25C
364D181225,TYL25C
ANUHPHR,ANUPHA
RANASUG,RANSUG
IGIL,INTGEM
MAHICKRA,MAHCH
AUTOLEC,AUTIND
LXCHEM,LAXORG
SIKKO-RE,SIKRE1
RANEHOLDIN,RANMAD
RASLAMIPAK,RASPRO
CRAFTSMAN,CRAAUT
ROOFITIND,ROOIN
IDENTICAL,IDEBRA
RAYMOND,RAYMON
RAYMONDSYN,RAYSYN
SRPL,SHRERA
RCF,RCF
DAMCAPITAL,DAMCAI
HITECH,HITPIP
MAMATA,MAMMAC
10IIFL28A,IIFL23
TRANSRAILL,TRALIG
