symbol,stock_code
BLBLIMITED,BLBLTD
DEVIT,DEVINF
MEGASTAR,MEGFOO
FIBERWEB,PVDPLA
SPENCERS,SPERET
MANYAVAR,VEDFAS
DCW,DCW
IPRINGS,IPRING
SAGARDEEP,SAGALL
MOMOMENTUM,MOTM30
PEARLPOLY,PEAPOL
RICHA,RICINF
INCRED,INCND3
MADHAVBAUG,VAISAN
SOFTTECH,SOFENG
IGS,MASSYS
DEEPAKFERT,DEEFER
732GS2024,732A24
BANKA,BANBIO
JAINSTUDIO,JAISTU
SGBJAN27,SGBT26
CHOWGULSTM,CHOSTE
PRITI,PRIINT
BLUESTARCO,BLUSTA
SALORAINTL,SALINT
SGBOC28VII,SGBT44
GSEC5IETF,ICIGSE
MUKANDENGG,MUKENG
UTTAMSTL,UTTSTE
PHOENXINTL,PHOINT
SB&TINTL,SBTINT
KINETICENG,KINENG
SHIGAN,SHIQUA
CALSOFT,CALSOF
SGBMAR30X,SGBT59
WOCKH-RE,WOCRE1
GLFL,GUJLEA
MIDCAPETF,MIR150
DHFL,DEWHOU
RSSOFTWARE,RSSOFT
RAJRILTD,RAJRAY
CMAHENDRA,CMAHEX
VIPULLTD,VIPLTD
SMVD,SMVPLO
MITCON,MITCON
XELPMOC,XELDES
TVSMOTOR,TVSMOT
MID150BEES,REL150
GATEWAY,GATDIS
SURANI,SURSTE
SPRL,SPREF
GMRP&UI,GMRPOW
SBIHOMEFIN,SBIHOM
CHALET,CHAHOT
BLUECOAST,BLUCOA
COOLCAPS,COOCAP
HITECHGEAR,HITGEA
DHAMPURSUG,DHASUG
MARDIACHEM,MARCHE
WESTERNBIO,WESBIO
NLCINDIA,NEYLIG
AKSHOPTFBR,AKSOPT
MSUMI,MOTSU
SWARAJ,SWASUI
INDOBORAX,INDBOR
TRANSWORLD,SHRSHI
957ICCL25,STFN66
LOWVOL1,KOTLVO
BLUECHIP,BLUC
MOLOWVOL,MOTLOV
JENSONICOL,JENNIC
VETO,VETSWI
TATASTLBSL,BHUST
NATNLSTEEL,NATSTE
DIGITALEQP,DIGEQU
MUKTAARTS,MUKART
VRLLOG,VRLLOG
TORRENGUJ,TORGUJ
AMBUJARAJN,DLFCEM
TCIFINANCE,TCIFIN
SHAILY,SHAILY
SREERAYALK,SRERAY
PROPEQUITY,PEANA
PNBGILTS,PNBGIL
BLUESTINFO,BLUIN
SGBFEB27,SGBT27
DSKULKARNI,DSKULK
KUNDANMM,EASSUG
DRIND,DRIND
MOTOGENFIN,MOTGEN
OBCL,ORIBEN
ALPICFIN,ALPFIN
ASTRON,ASTPAP
SONAMLTD,SONCL
DRREDDY,DRREDD
PRIVISCL,ADIFIN
GAEL,GUJAE
BCG,LYCINT
USHAMART,USHMA
UMAEXPORTS,UMAEXP
GOVINRUBER,GOVRUB
IVP,IVP
CHOICEIN,CHOINT
PENNARALUM,PENALU
TNIDETF,TATNID
OISL,OCLIRO
EUROTEXIND,EURIND
VERANDA,VERLEA
SATHAISPAT,SATISP
PBAINFRA,PBAINF
MINDPOOL,MINTEC
ALBRMORARJ,ALBWIL
SUPERSPIN,SUPSPI
E2E,E2ENET
RITCO,RITLOG
KAKATCEM,KAKCEM
ELDEHSG,ELDHOU
TTML,TATTE
KHAICHEM,KHAFER
HARDWYN,GARIND
HARIOMPIPE,HARPIP
UMIYA-MRO,MROTEK
BCIL-RE,BHCRE1
NOVARTIND,NOVART
NOVOPANIND,NOVIND
ANUP,THEANU
VCL,VAXCOT
GALPOWTEL,GALPOW
AUSOMENT,AUSENT
UFO,UFOMOV
AGROPHOS,AGRPHO
710GS2029,710D29
ROTO,ROTPUM
NIFTYEES,EDENIF
AURUM-RE,MAJRE1
PIXTRANS,PIXTRA
EICHERMOT,EICMOT
ARVINDFASN,ARVFAS
TIPSMUSIC,TIPIND
INDOAMIN,INDAMI
EQUITASBNK,EQUSMA
BALAJITELE,BALTEL
EIDPARRY,EIDPAR
VISIONLTD,VISORG
SNXT50BETA,UTINEX
EIHOTEL,EIHLIM
850IBHL25,IBHN38
9IBHL25,IBHN39
IBHFZC25,IBHN40
820IBHL25,IBHN41
TPLPLASTEH,TPLPLA
866IBHL25,IBHN42
NILAINFRA,NILINF
875SCL27,IBHN43
ORCHPHARMA,ORCPHA
925SCL27,IBHN44
ARROWGREEN,ARRGRE
AZTECSOFT,AZTEC
843SCL27,IBHN45
889SCL27,IBHN46
ELECTCAST,ELECAS
KRITIKA,KRIWIR
GINNIFILA,GINFIL
IFBAGRO,IFBAGR
SINTEX,SININD
STARTECK,NIVMER
STLTECH,STETEC
RAVALSUGAR,RAVSUG
POLARIND,POLIND
PNC,PRINAN
IOB,INDOVE
1015UCL24,UGRND5
TAJGVK,TAJGVK
MSTCLTD,MSTLIM
DPABHUSHAN,DPABH
1040UCL25,UGRND6
CAMPUS,CAMACT
ELGIEQUIP,ELGEQU
QUINTEGRA,QUISOL
TRU,DHAF
IL&FSENGG,ILFENG
IL&FSTRANS,ILFTRA
EMBASSY,EMBOFF
CREATIVEYE,CREEYE
PNCINFRA,PNCINF
BHARATGEAR,BHAGEA
PGHL,MERLIM
LANCER,LANCON
RAINBOW,RAICHI
NUTEK,NUTIND
SILVERTUC,SILTOU
SKIPPER,SKILTD
AXISCADES,AXIIT
NOVAIRNSTL,NOVIRO
SGBJAN26,SGBT21
SONUINFRA,SONINF
RELMEDIA,ADLFIL
448GS2023,448K23
LICI,LIC
11DLSL25A,ICFN38
DLSL25A,ICFN39
1049DLS25A,ICFN40
727GS2026,727D26
762GS2039,762I39
SAKAR,SAKHEA
CKFSL,CNKFIN
ESABINDIA,ESAIND
RVNL,RAIVIK
PRUDENT,PRUCOP
AKSHAR,AKSSPI
667GS2050,667K50
KHFM,KHFHOS
MAHESHWARI,MAHLOG
ESCORTS,ESCORT
METROPOLIS,METHEA
KHAITANLTD,KHAFAN
754GS2036,754E36
SUBEXLTD,SUBSYS
POLYCAB,POLI
VENUSPIPES,VENPIP
DELHIVERY,DELLIM
CLUTCHAUTO,CLUAUT
772GS2049,772F49
SPLPETRO,SUPPET
DYNPRO-RE,DYNRE1
KHANDSE,KHASEC
BSELALGO,BSEINF
RELCHEMQ,RELCHE
MATHPLATT,MPICOR
MEDICO,MEDREM
HIKAL,HIKCHE
SOUTHWEST,SOUWES
KPITTECH,KPITE
TRIDENT,TRILTD
TOKYOPLAST,TOKPLA
ESSAROIL,ESSOIL
PARADEEP,PARPHO
ETHOSLTD,ETHLIM
EMUDHRA,EMULIM
GSTL,GLOT
EASTSILK,EASSIL
FORTISFIN,DIOGLO
TATAYODOGA,TOYROL
KANORICHEM,KANCH
EPL,ESSPRO
AETHER,AETIND
SHIRPUR-G,SHIGOL
COMPUDYNE,COMWI
HARYANSHET,HARSHE
HAVELLS,HAVIND
NAVIFIN,NAVND4
NV20BEES,RENV20
SUNDRMBRAK,SUNBRA
94NFL24,NAVND5
975NFL24,NAVND6
RILINFRA,RACINF
FIDEL,FIDSOF
NEXTMEDIA,NEXMED
794TN32,STAND3
GOLDTECH,GOLTEC
CHEVIOT,CHECOM
769GS2043,769F43
SMARTLINK,SMANET
AIRAN,AIRLTD
AXITA,AXICOT
763GS2059,763F59
738GS2027,738F27
NEOGEN,NEOCHE
ALANKIT,ALALIM
VIKASLIFE,VIKMUL
IBMFNIFTY,INDNIF
ONEPOINT,ONEPOI
669GS2024,669F24
85PFL26A,MAGNC7
CGIOFS,CGIOFS
CNX 100,CNX100
CNX DEFTY,DEFTY
CNX Nifty Junior,CNXNIF
COAOFS,COAOFS
DJIA,DJIA
DREOFS,DREOFS
ENGOFS,ENGOFS
FTSE,FTSE
INDVIX,INDVIX
IOCOFS,IOCOFS
JKUOFS,JKUOFS
CHETTINAD,CHECEM
FLOATGLASS,FLOIND
PASUPATI,PASFAB
FAME,SHRCIN
TECHNOELEC,TECELE
NIFTY 50,NIFTY
NIFTY BANK,CNXBAN
NIFTY FINANCIAL,NIFFIN
NIFTY INFRA,CNXINF
NIFTY IT,CNXIT
NIFTY MIDCAP,NIFSEL
NIFTY MIDCAP 50,NIFMID
NIFTY NEXT 50,NIFNEX
NIFTY PSE,CNXPSE
NIFTY TOTAL,NIFTOM
NTPOFS,NTPOFS
Nifty CPSE,NIFCPS
POWOFS,POWOFS
RUROFS,RUROFS
MINIFTY,MINIFT
S&P500,SNP500
SAYOFS,SAYOFS
ALPINEHOU,ALPHOU
DALMIAREF,DALREF
IIFLNIFTY,IIFNIF
SGBNOV258,SGBT15
